Value,City,Country,Latitude,Longitude
166640,Mülheim an der Ruhr,Germany,51.4,6.9
166634,Barrie,Canada,44.4,-79.7
166505,Francisco Morato,Brazil,-20.5,-47.4
166443,Nijmegen,Netherlands,51.8,5.8
166420,Jhelam,Pakistan,32.9,73.7
166419,Tân An,Vietnam,10.5,106.4
166344,Adoni,India,15.6,77.3
166342,Florencia,Colombia,1.6,-75.6
166284,Bene Beraq,Israel,32.1,34.8
166225,Jind,India,29.3,76.3
166205,Miass,Russia,55,60.1
166087,Cabudare,Venezuela,10,-69.3
166003,Arad,Romania,46.2,21.3
165984,Gueckedou,Guinea,8.6,-10.1
165831,Cape Coral,USA,26.6,-82
165799,al-Chubar,Saudi-Arabia,26.3,50.2
165511,Itu,Brazil,-23.3,-47.3
165420,Cianjur,Indonesia,-6.8,107.1
165363,Tonk,India,26.2,75.8
165346,St. John's,Canada,47.6,-52.7
165327,Itapecerica da Serra,Brazil,-23.7,-46.9
165241,Béchar,Algeria,31.6,-2.2
165220,Fianarantsoa,Madagascar,-21.5,47.1
165206,González Catán,Argentina,-34.8,-58.6
165131,Dinajpur,Bangladesh,25.6,88.6
165130,Quilpué,Chile,-33.1,-71.4
165118,"Zhubei
","Taiwan
",24.8,121
165072,Tala/Kangundo,Kenya,-1.3,37.3
164741,Patras,Greece,38.2,21.7
164676,Sioux Falls,USA,43.5,-96.7
164649,Tenali,India,16.2,80.6
164532,Toulon,France,43.1,5.9
164265,Kancheepuram,India,12.8,79.7
164252,Germiston,South Africa,-26.2,28.2
164249,Cagliari,Italy,39.2,9.1
164248,Copiapó,Chile,-27.4,-70.3
164180,Loei,Thailand,17.5,101.7
164122,Springfield,USA,37.2,-93.3
164000,Ikerre,Nigeria,7.5,5.2
163971,Samawa,Iraq,31.3,45.3
163840,Ishinomaki,Japan,38.4,141.3
163745,San Carlos,Costa Rica,9.6,-84.1
163676,Dagupan,Philippines,16,120.3
163630,Vapi,India,20.4,72.9
163472,Las Tunas,Cuba,21.1,-76.9
163457,Parma,Italy,44.8,10.3
163385,Ziguinchor,Senegal,12.6,-16.3
163342,Timon,Brazil,-5.1,-42.8
163304,Springs,South Africa,-26.3,28.4
163172,Kindu,Democratic Republic of the Congo,-2.9,25.9
163140,Apopa,El Salvador,13.8,-89.2
163049,Desē,Ethiopia,11.2,39.7
163047,Ōgaki,Japan,35.4,136.6
163045,Bago,Philippines,10.5,122.8
162941,Phan Rang-Tháp Chàm,Vietnam,11.6,109
162920,Güigüe,Venezuela,10.1,-67.8
162889,Mufulira,Zambia,-12.6,28.2
162885,Mostaganem,Algeria,35.9,0.1
162877,Malanje,Angola,-9.5,16.4
162812,Chillán,Chile,-36.6,-72.1
162652,Fernando de la Mora,Paraguay,-25.3,-57.5
162592,Peoria,USA,33.8,-112.3
162500,Szeged,Hungary,46.3,20.1
162427,Jiutepec,Mexico,18.7,-99.1
162379,Poços de Caldas,Brazil,-21.8,-46.6
162362,Uribia,Colombia,11.7,-72.2
162329,Pembroke Pines,USA,26,-80.3
162283,Oyama,Japan,36.3,139.8
162275,Maraqeh,Iran,37.4,46.2
162079,Maymyo,Myanmar,22,96.5
161887,Ueda,Japan,36.4,138.3
161868,Esmeraldas,Ecuador,1,-79.7
161700,Sheberghan,Afghanistan,36.7,65.8
161610,Seosan,Republic of Korea,36.8,126.5
161595,Toyokawa,Japan,34.8,137.4
161518,Ludwigshafen am Rhein,Germany,49.5,8.4
161512,Kumba,Cameroon,4.6,9.5
161468,Potsdam,Germany,52.4,13.1
161275,Villa de Cura,Venezuela,10,-67.5
161263,Banha,Egypt,30.5,31.2
161150,Jequié,Brazil,-13.9,-40.1
161007,Elk Grove,USA,38.4,-121.4
160838,Nawabganj,Bangladesh,23.7,90.2
160819,Leverkusen,Germany,51,7
160765,Linhares,Brazil,-19.4,-40.1
160735,Sirsa,India,29.5,75
160614,Salem,USA,44.9,-123
160508,Si Sa Ket,Thailand,15.1,104.3
160322,Ponce,Puerto Rico,18,-66.6
160291,Caxias,Brazil,-5.1,-43.4
160257,Southend on Sea,United Kingdom,51.5,0.7
160169,Salamanca,Mexico,20.6,-101.2
160158,Shikarpur,Pakistan,28,68.7
160143,Jaraguá do Sul,Brazil,-26.5,-49.1
160100,Navsari,India,20.9,73
160000,Rumbek,Sudan,6.8,29.7
159848,Malayer,Iran,34.3,48.8
159775,Shahr-e-Kord,Iran,32.3,50.9
159758,Narashino,Japan,35.7,140
159753,Arica,Chile,-18.5,-70.3
159633,Nakhodka,Russia,42.8,132.9
159618,Calabozo,Venezuela,8.9,-67.4
159610,Oldenburg,Germany,53.1,8.2
159523,Lancaster,USA,34.7,-118.2
159503,Corona,USA,33.9,-117.6
159312,Urayasu,Japan,35.7,139.9
159190,Eugene,USA,44.1,-123.1
159000,Sapele,Nigeria,5.9,5.7
158987,Rzeszów,Poland,50,22
158864,Pindamonhangaba,Brazil,-22.9,-45.5
158856,Bragança Paulista,Brazil,-22.9,-46.5
158846,Lages,Brazil,-27.8,-50.3
158812,Bordj Bou Arréridj,Algeria,36.1,4.8
158700,Pécs,Hungary,46.1,18.2
158694,Quevedo,Ecuador,-1,-79.5
158299,Nilópolis,Brazil,-22.8,-43.4
158273,Koronadal,Philippines,6.5,124.8
158248,Nacala,Mozambique,-14.5,40.7
158191,Henzada,Myanmar,17.7,95.5
158089,San Luis Río Colorado,Mexico,32.5,-114.8
158027,San Cristóbal de las Casas,Mexico,16.7,-92.6
157902,Mahbubnagar,India,16.7,78
157837,Puri,India,19.8,85.8
157793,Ashikaga,Japan,36.3,139.5
157684,Pocheon,Republic of Korea,37.9,127.2
157600,Ghazni,Afghanistan,33.5,67.8
157570,Bogra,Bangladesh,24.8,89.4
157532,San Miguel,Argentina,-34.5,-58.7
157474,Nasim Shahr,Iran,35.6,51.2
157461,Kawanishi,Japan,34.8,135.4
157396,Araure,Venezuela,9.6,-69.2
157349,Bayamo,Cuba,20.4,-76.6
157303,Khanewal,Pakistan,30.3,71.9
157205,São Caetano do Sul,Brazil,-23.6,-46.5
157161,Palmdale,USA,34.6,-118.1
157084,Robertson Pet,India,13,78.3
157078,Toledo,Philippines,10.4,123.7
157010,Ciudad de Río Cuarto,Argentina,-33.1,-64.4
156967,Hafizabad,Pakistan,32.1,73.7
156953,Erode,India,11.3,77.7
156928,Anapa,Russia,44.9,37.3
156831,Melitopol,Ukraine,46.8,35.4
156723,Riobamba,Ecuador,-1.7,-78.7
156686,Nagareyama,Japan,35.9,139.9
156634,Sayama,Japan,35.9,139.4
156530,Salalah,Oman,17,54.1
156400,Batala,India,31.8,75.2
156320,Getafe,Spain,40.3,-3.7
156315,Osnabrück,Germany,52.3,8.1
156274,Livorno,Italy,43.5,10.3
156197,Roxas,Philippines,11.6,122.8
156136,Elektrostal,Russia,55.8,38.5
156123,Puerto Plata,Dominican Republic,19.8,-70.7
156099,Phrae,Thailand,18.1,100.1
156060,Haldwani-cum-Kathgodam,India,29.2,79.5
156059,Luanshya,Zambia,-13.1,28.4
156049,León,Nicaragua,12.5,-86.7
156006,Salamanca,Spain,41,-5.7
156000,Iseyin,Nigeria,8,3.6
155959,Vidisha,India,23.5,77.8
155926,Niiza,Japan,35.8,139.6
155900,Thaton,Myanmar,16.9,97.4
155768,Solingen,Germany,51.2,7.1
155668,Sacaba,Bolivia,-17.4,-66
155662,Salinas,USA,36.7,-121.6
155659,Teixeira de Freitas,Brazil,-17.5,-39.7
155637,Grenoble,France,45.2,5.7
155540,Lijiang,China,26.9,100.2
155508,Bakouba,Iraq,33.8,44.6
155439,Alor Setar,Malaysia,6.1,100.4
155436,Itapetininga,Brazil,-23.6,-48
155432,Swindon,United Kingdom,51.6,-1.8
155338,Hitachinaka,Japan,36.4,140.5
155271,Kindia,Guinea,10,-12.8
155203,Foggia,Italy,41.5,15.5
155175,Saharsa,India,25.9,86.6
155174,Salavat,Russia,53.4,55.9
155159,Kohat,Pakistan,33.6,71.4
155144,Sorsogon City,Philippines,13,124
155134,Chlef,Algeria,36.2,1.3
154962,Thanesar,India,30,76.8
154911,Koutiala,Mali,12.4,-5.5
154693,Potosí,Bolivia,-19.6,-65.8
154665,Pyay,Myanmar,18.8,95.2
154606,Songea,Tanzania,-10.7,35.6
154548,Sibiu,Romania,45.8,24.2
154417,Herne,Germany,51.5,7.2
154358,Cuautla,Mexico,18.7,-99.1
154353,Aktau,Kazakhstan,43.6,51.2
154244,Palhoça,Brazil,-27.6,-48.7
154000,Funtua,Nigeria,11.5,7.3
153906,Pakokku,Myanmar,21.3,95.1
153806,Berezniki,Russia,59.4,56.8
153778,Bandar-e-Mahshahr,Iran,30.6,49.2
153766,Chittoor,India,13.2,79.1
153740,Maha Sarakham,Thailand,16,103.2
153703,Springfield,USA,42.1,-72.5
153696,Veraval,India,20.9,70.4
153680,Semnan,Iran,35.6,53.4
153560,Alagoinhas,Brazil,-12.1,-38.4
153532,Hoeryong,Democratic People's Republic of Korea,42.4,129.8
153526,Mutrah,Oman,23.6,58.6
153479,Souk Ahras,Algeria,36.3,8
153422,Noda,Japan,35.9,139.9
153362,Bảo Lộc,Vietnam,11.4,107.9
153353,Santa Bárbara del Zulia,Venezuela,34.4,-119.7
153322,Ciudad de San Luis,Argentina,-33.3,-66.3
153250,Bắc Ninh,Vietnam,21.1,106.1
153241,Seogwipo,Republic of Korea,33.3,126.6
153159,Surin,Thailand,14.9,103.5
153085,Malaybalay,Philippines,8.1,125.1
153036,Gorontalo,Indonesia,0.7,122.4
152895,Lhokseumawe,Indonesia,5.2,97.1
152840,Camaragibe,Brazil,-8,-35
152785,Mahajanga,Madagascar,-15.7,46.3
152759,Sinpo,Democratic People's Republic of Korea,40,128.2
152735,Pasadena,USA,29.7,-95.2
152585,Jabalya,Palestine,31.5,34.5
152454,La Romana,Dominican Republic,18.4,-69
152393,Tanauan,Philippines,14.1,121.2
152272,Tanjung Balai,Indonesia,3,99.8
152252,Neuss,Germany,51.2,6.7
152247,Tabora,Tanzania,-5,32.8
152242,Calderon (Carapungo),Ecuador,-0.1,-78.5
152223,Quetzaltenango,Guatemala,14.8,-91.5
152208,Barreiras,Brazil,-12.1,-45
152113,Heidelberg,Germany,49.4,8.7
152061,Fort Collins,USA,40.5,-105.1
152010,Lakhimpur,India,28,80.8
151908,Sitapur,India,27.6,80.7
151893,Ciudad Benito Juárez,Mexico,26.1,-99.6
151835,Hindupur,India,13.8,77.5
151781,Kafr el-Sheikh,Egypt,31.1,30.9
151774,Santipur,India,23.3,88.4
151574,Hayward,USA,37.6,-122.1
151500,Cadiz,Philippines,11,123.3
151469,Maicao,Colombia,11.4,-72.2
151420,Rafsanjan,Iran,30.4,56
151379,Gulu,Uganda,2.8,32.3
151348,Pomona,USA,34.1,-117.8
151245,Santa Rita,Venezuela,10.2,-67.6
151243,Chetumal,Mexico,19.2,-88.5
151212,Dijon,France,47.3,5
151161,Turbo,Colombia,8.1,-76.7
151088,Cary,USA,35.8,-78.8
151047,Uttaradit,Thailand,17.6,100.1
151013,Dangjin,Republic of Korea,36.9,126.6
151000,Ikirun,Nigeria,7.9,4.7
150997,"Banja Luka
","Bosnia-Herzegovina
",44.8,17.2
150700,Sar-e Pol,Afghanistan,36.2,65.9
150565,Gwangyang,Republic of Korea,34.9,127.7
150454,Ganj Basoda,India,23.9,77.9
150432,Moga,India,30.8,75.2
150420,Bawshar,Oman,23.6,58.4
150379,Uiwang,Republic of Korea,37.3,127
150309,Proddatur,India,14.7,78.6
150299,Shūnan,Japan,34.1,131.8
150269,Salzburg,Austria,47.8,13.1
150251,Rockford,USA,42.3,-89.1
150200,Hamilton,New Zealand,-37.8,175.3
150178,Piedras Negras,Mexico,28.7,-100.6
150116,Quelimane,Mozambique,-17.9,36.9
150005,Valparaíso de Goiás,Brazil,-15.4,-47.6
150000,Srinagar,India,34.1,74.8
149923,Playa del Carmen,Mexico,19.2,-88.5
149891,Digos,Philippines,6.8,125.4
149855,Abbotsford,Canada,49.1,-122.3
149837,Cao Lãnh,Vietnam,10.5,105.6
149796,Pervouralsk,Russia,56.9,60
149769,Medinipur,India,22.4,87.3
149743,Darmstadt,Germany,49.9,8.7
149715,Khuzdar,Pakistan,27.8,66.6
149675,Habra,India,22.8,88.7
149646,Margilan,Uzbekistan,40.5,71.7
149642,Rousse,Bulgaria,43.8,26
149606,Los Guayos,Venezuela,10.2,-67.9
149594,Alcorcon,Spain,40.3,-3.8
149581,Ocumare del Tuy,Venezuela,10.1,-66.8
149479,Spanish Town,Jamaica,18,-77
149467,Paranaguá,Brazil,-25.5,-48.5
149404,Tama,Japan,35.6,139.4
149348,Parnaíba,Brazil,-2.8,-41.8
149317,Moreno,Argentina,-34.6,-58.8
149207,Foumban,Cameroon,5.7,10.9
149140,Yonago,Japan,35.4,133.3
149125,Perugia,Italy,43.1,12.4
149060,Komaki,Japan,35.3,136.9
148935,Gweru,Zimbabwe,-19.5,29.8
148892,Alexandria,USA,38.8,-77.1
148873,Abaetetuba,Brazil,-1.9,-48.9
148857,Bonao,Dominican Republic,18.9,-70.4
148738,Escondido,USA,33.1,-117.1
148567,Naguanagua,Venezuela,10.3,-68
148559,McKinney,USA,33.2,-96.7
148528,Ramat Gan,Israel,32.1,34.8
148483,Kansas City,USA,39.1,-94.7
148445,Coimbra,Portugal,40.2,-8.4
148384,Almetievsk,Russia,54.9,52.3
148234,Mejicanos,El Salvador,13.7,-89.2
148203,Iruma,Japan,35.8,139.4
148122,Hanam,Republic of Korea,37.5,127.2
148085,Onomichi,Japan,34.4,133.2
148017,Osorno,Chile,-40.6,-73.1
148000,Lạng Sơn,Vietnam,21.9,106.6
147912,Chumphon,Thailand,10.5,99.2
147898,Cartago,Costa Rica,9.8,-83.7
147838,Ruda Śląska,Poland,50.3,18.9
147806,Joliet,USA,41.5,-88.2
147777,Bharatpur,Nepal,27.7,84.4
147618,Rafah,Palestine,31.3,34.2
147614,Patos de Minas,Brazil,-18.6,-46.5
147571,Angers,France,47.5,-0.6
147559,Sunnyvale,USA,37.4,-122
147492,Calama,Chile,-22.5,-68.9
147483,Chudschand,Tajikistan,40.3,69.6
147478,Torrance,USA,33.8,-118.3
147396,Sasaram,India,24.9,84
147273,Cienfuegos,Cuba,22.2,-80.4
147268,Mahabad,Iran,36.8,45.7
147216,Bridgeport,USA,41.2,-73.2
147214,Lakewood,USA,39.7,-105.1
147126,Hajipur,India,25.7,85.4
147123,Bhuj,India,23.2,69.7
147046,Concordia,Argentina,-31.4,-58
147039,Vĩnh Long,Vietnam,10.2,106
147036,Logroño,Spain,42.5,-2.4
147020,Haarlem,Netherlands,52.4,4.6
146998,Lashio,Myanmar,23,97.7
146995,Jinja,Uganda,0.5,33.2
146896,Darıca,Turkey,40.8,29.4
146892,Shivpuri,India,25.4,77.7
146885,Iwakuni,Japan,34.2,132.2
146769,Tak,Thailand,16.9,99.1
146758,Arish,Egypt,31.1,33.8
146714,Dadu,Pakistan,26.7,67.8
146585,Higashimurayama,Japan,35.8,139.5
146559,Kertch,Ukraine,45.4,36.5
146526,Hollywood,USA,26,-80.2
146418,Ciudad de La Rioja,Argentina,-29.4,-66.9
146294,Moriguchi,Japan,34.7,135.6
146234,Huddersfield,United Kingdom,53.6,-1.8
146128,Fukaya,Japan,36.2,139.3
146115,Izumo,Japan,35.4,132.9
146114,Mogi Guaçu,Brazil,-22.4,-46.9
146075,Rubtsovsk,Russia,51.5,81.2
146032,Khanpur,Pakistan,28.7,70.6
145948,Paterson,USA,40.9,-74.2
145945,Pangkal Pinang,Indonesia,-3,104.8
145920,Kankan,Guinea,10.4,-9.3
145795,Valera,Venezuela,9.3,-70.6
145769,Borisov,Belarus,54.2,28.5
145687,Man,Côte d'Ivoire,7.4,-7.6
145676,Koktshetau,Kazakhstan,53.3,69.4
145637,El Vigía,Venezuela,8.6,-71.7
145584,Nzerekore,Guinea,7.8,-8.8
145441,Médéa,Algeria,36.3,2.8
145380,El Eulma,Algeria,36.2,5.7
145285,Ranaghat,India,23.2,88.6
145262,al-Du'aiyn,Sudan,11.4,26.2
145237,Ar'ar,Saudi-Arabia,31,41
145151,Târgu Mureş,Romania,46.5,24.6
145150,Villeurbanne,France,45.8,4.9
145150,Huelva,Spain,37.3,-6.9
145126,Kakamigahara,Japan,35.4,136.8
145117,Kariya,Japan,35,137
145040,al-Damazin,Sudan,11.8,34.4
145025,Milagro,Ecuador,-2.1,-79.6
145022,"Saint-Denis, Réunion",France,48.5,0
144975,Shimla,India,31.1,77.2
144864,Naperville,USA,41.7,-88.2
144838,Kolomna,Russia,55.1,38.8
144800,Poole,United Kingdom,50.7,-2
144683,Tiruvannamalai,India,12.2,79.1
144669,Syracuse,USA,43,-76.1
144633,Kaithal,India,29.8,76.4
144546,Gonbad-e-Kavus,Iran,37.3,55.2
144507,Balti (Beltsy),Republic of Moldova,47.8,27.9
144392,Koga,Japan,36.2,139.7
144330,Mallawi,Egypt,27.7,30.8
144140,Los Angeles,Chile,-37.5,-72.4
144114,Oulu,Finland,65,25.5
144000,Jalingo,Nigeria,8.9,11.4
143986,Tsuchiura,Japan,36.1,140.2
143933,Ekibastuz,Kazakhstan,51.7,75.3
143848,Odintsovo,Russia,55.7,37.3
143817,Franco da Rocha,Brazil,-23.3,-46.7
143807,Bajos de Haina,Dominican Republic,18.4,-70
143770,Rajnandgaon,India,21.1,81
143753,10th of Ramadan City,Egypt,30.3,31.7
143683,Bontang,Indonesia,0.1,117.5
143659,Paderborn,Germany,51.7,8.8
143484,Mesquite,USA,32.8,-96.6
143369,Gojra,Pakistan,31.1,72.7
143369,Kenema,Sierra Leone,7.9,-11.2
143355,Dayton,USA,39.8,-84.2
143312,Bến Tre,Vietnam,10.1,106.4
143308,Shahinshahr,Iran,32.9,51.6
143282,Porto Seguro,Brazil,-16.4,-39.1
143270,Touggourt,Algeria,33.1,6.1
143235,Nablus,Palestine,32.2,35.3
143126,Godhra,India,22.8,73.6
143111,Maricá,Brazil,-22.9,-42.7
143090,Dundee,United Kingdom,56.5,-3
143060,Cúa,Venezuela,10.2,-66.9
143023,Leskovac,Serbia,43,21.9
143016,Oxford,United Kingdom,51.8,-1.3
143000,Ikire,Nigeria,7.4,4.2
142961,Mbouda,Cameroon,5.6,10.3
142913,Ghardaïa,Algeria,32.5,3.7
142772,Savannah,USA,32,-81.2
142743,Domodedovo,Russia,55.4,37.7
142709,Queimados,Brazil,-22.7,-43.6
142691,Middlesbrough,United Kingdom,54.6,-1.2
142643,Moundou,Chad,8.6,16.1
142635,Isahaya,Japan,32.9,130
142626,Le Mans,France,48,0.2
142579,Bima,Indonesia,-8.5,118.7
142497,Saïda,Algeria,34.8,0.1
142494,Hazaribag,India,24,85.4
142483,Piedecuesta,Colombia,7,-73.2
142357,Clarksville,USA,36.6,-87.3
142283,Blackpool,United Kingdom,53.8,-3
142280,Bhimavaram,India,16.5,81.5
142205,Nîmes,France,43.8,4.4
142124,Cairns,Australia,-16.9,145.8
142073,Pouso Alegre,Brazil,-22.3,-45.9
142047,Kayes,Mali,14.5,-11.4
142000,Asaba,Nigeria,6.2,6.7
141975,Rybnik,Poland,50.1,18.5
141893,Novomoskovsk (Tulskaya oblast),Russia,54,38.3
141877,Reggio Emilia,Italy,44.7,10.6
141767,Kelowna,Canada,49.9,-119.5
141766,Segou,Mali,13.4,-6.3
141742,Chirchik,Uzbekistan,41.5,69.6
141708,Ōme,Japan,35.8,139.3
141703,Jaú,Brazil,-22.3,-48.6
141630,Ngandajika,Democratic Republic of the Congo,-6.7,24
141627,Zamora,Mexico,19.6,-101.7
141468,Mandsaur,India,24.1,75.1
141439,Tekirdağ,Turkey,41,27.5
141438,Aix-en-Provence,France,43.5,5.4
141392,Caguas,Puerto Rico,18.2,-66
141343,Jijiga,Ethiopia,9.4,42.8
141341,Ordu,Turkey,41,37.9
141303,Brest,France,48.4,-4.5
141291,Kopeysk,Russia,55.1,61.6
141222,Al-Wakrah,Qatar,25.2,51.6
141143,Taldykorgan,Kazakhstan,45,78.4
140896,Córdoba,Mexico,19.2,-96.1
140892,Bilbais,Egypt,30.4,31.6
140847,Subotica,Serbia,46.1,19.7
140816,Kuwana,Japan,35.1,136.7
140741,San Fernando del Valle de Catamarca,Argentina,-28.5,-65.8
140740,Sagay,Philippines,10.9,123.4
140680,Machiques,Venezuela,10.1,-72.6
140628,Sherbrooke,Canada,45.4,-71.9
140567,Teófilo Otoni,Brazil,-17.9,-41.5
140540,Surigao City,Philippines,9.8,125.5
140474,Shahrud,Iran,36.4,55
140454,Uppsala,Sweden,59.9,17.6
140430,PORT LOUIS,Mauritius,-20.2,57.5
140430,Arnhem,Netherlands,52,5.9
140357,Heraklion,Greece,35.3,25.1
140276,Regensburg,Germany,49,12.1
140252,Pinar del Río,Cuba,22.4,-83.7
140140,Tongyeong,Republic of Korea,34.9,128.4
140100,Newport,United Kingdom,51.6,-3
140097,Tsuruoka,Japan,38.7,139.8
140000,Oturkpo,Nigeria,7.2,8.1
139969,Orange,USA,33.8,-117.8
139887,El Tocuyo,Venezuela,9.8,-69.8
139860,Clermont-Ferrand,France,45.8,3.1
139791,San Juan de Los Morros,Venezuela,9.9,-67.4
139743,Rijeka,Croatia,45.3,14.4
139738,Saqez,Iran,36.2,46.3
139731,Pasadena,USA,34.2,-118.1
139721,Ibarra,Ecuador,0.4,-78.1
139587,Dahuk,Iraq,36.9,43
139509,Livingstone,Zambia,-17.9,25.8
139403,Bolton,United Kingdom,53.6,-2.4
139154,Baia Mare,Romania,47.7,23.6
139150,Limoges,France,45.8,1.3
139103,Anaco,Venezuela,9.4,-64.5
139068,Birgunj,Nepal,27,84.9
138981,Fullerton,USA,33.9,-117.9
138878,San Juan del Río,Mexico,20.4,-100
138865,Tuguegarao,Philippines,17.6,121.7
138814,Zheleznodorozhny,Russia,55.8,38
138793,Edirne,Turkey,41.7,26.6
138718,Ipswich,United Kingdom,52.1,1.1
138697,Valdivia,Chile,-39.8,-73.2
138661,Dibrugarh,India,27.5,94.9
138650,Breda,Netherlands,51.6,4.8
138649,Marvadsht,Iran,29.9,52.8
138609,Urgench,Uzbekistan,41.6,60.6
138553,Kolar,India,13.1,78.1
138516,Musashino,Japan,35.7,139.6
138272,Stara Zagora,Bulgaria,42.4,25.6
138241,Telford,United Kingdom,52.7,-2.4
138188,Salerno,Italy,40.7,14.8
138082,Navoi,Uzbekistan,40.1,65.4
138036,Bankura,India,23.2,87.1
137923,Tarapoto,Peru,-6.5,-76.4
137899,Botucatu,Brazil,-22.9,-48.5
137881,San Juan de la Maguana,Dominican Republic,18.8,-71.2
137835,Brahmanbaria,Bangladesh,24,91.1
137815,La Ceiba,Honduras,15.8,-86.8
137750,Sapucaia do Sul,Brazil,-29.8,-51.1
137737,Nyeri,Kenya,-0.5,37
137735,Mandya,India,12.5,76.9
137722,Zabol,Iran,31,61.5
137704,Marsa Matruh,Egypt,31.4,27.2
137662,Kon Tum,Vietnam,14.4,108
137505,York,United Kingdom,54,-1.1
137475,Inazawa,Japan,35.3,136.8
137472,Peristeri,Greece,38,23.7
137383,Colima,Mexico,18.9,-103.9
137317,Jecheon,Republic of Korea,37.1,128.2
137164,Ōsaki,Japan,38.6,141
137147,Killeen,USA,31.1,-97.7
137068,Dehri-on-Sone,India,24.9,84.2
137054,Villa Alemana,Chile,-33,-71.4
137000,Ede,Nigeria,7.7,4.4
136940,West Bromwich,United Kingdom,52.5,-2
136920,Apeldoorn,Netherlands,52.2,6
136913,Bandundu,Democratic Republic of the Congo,-3.3,17.4
136851,Badajoz,Spain,38.9,-7
136799,Tawau,Malaysia,4.2,117.9
136791,Frisco,USA,33.2,-96.8
136699,Hampton,USA,37,-76.3
136639,McAllen,USA,26.2,-98.2
136635,Puno,Peru,-15.2,-70.1
136595,Tokat,Turkey,40.3,36.6
136412,Bintulu,Malaysia,3.2,113
136302,Manokwari,Indonesia,-0.9,134.1
136292,Peterborough,United Kingdom,52.6,-0.2
136263,Koufa,Iraq,32,44.4
136236,Cádiz,Spain,36.5,-6.3
136142,Kislovodsk,Russia,43.9,42.7
136091,Isidro Casanova,Argentina,-34.7,-58.6
136086,Kamina,Democratic Republic of the Congo,-8.7,25
136082,Stockport,United Kingdom,53.4,-2.2
136057,Garanhuns,Brazil,-8.9,-36.5
135895,Atibaia,Brazil,-23.2,-46.7
135813,Comodoro Rivadavia,Argentina,-45.9,-67.5
135794,Leon,Spain,42.6,-5.6
135669,Madanapalle,India,13.6,78.5
135536,Sa Kaeo,Thailand,13.8,102.1
135500,Quwaisima,Jordan,32,35.9
135472,Bangui/Zongo,Democratic Republic of the Congo,4.3,18.6
135421,Gimcheon,Republic of Korea,36.1,128.1
135330,Malerkotla,India,30.5,75.9
135185,Karaman,Turkey,37.2,33.2
135174,Ilagan,Philippines,17.1,122
135145,Kızıltepe,Turkey,37.2,40.6
135013,Neftekamsk,Russia,56.1,54.3
134966,Mandi Bahauddin,Pakistan,32.6,73.5
134924,Pinsk,Belarus,52.1,26.1
134906,Tangail,Bangladesh,24.3,89.9
134873,Warren,USA,42.5,-83
134871,Vitória de Santo Antão,Brazil,-8.1,-35.3
134817,Tours,France,47.4,0.7
134665,Pyinmana,Myanmar,19.7,96.2
134631,Ravenna,Italy,44.4,12.2
134548,Tebing Tinggi,Indonesia,3.4,99.2
134534,Perez Zeledon,Costa Rica,9.4,-83.6
134497,GEORGETOWN,Guyana,6.8,-58.2
134491,Yatsushiro,Japan,32.6,130.7
134400,Quảng Ngãi,Vietnam,15.1,108.8
134372,Laghouat,Algeria,33.8,2.9
134344,Bukoba,Tanzania,-1.3,31.9
134340,Tando Allahyar,Pakistan,25.5,68.7
134285,Santa Tecla,El Salvador,13.7,-89.3
134233,Ciudad Acuña,Mexico,29.3,-100.9
134218,Slavyansk,Ukraine,48,37.8
134111,Yenangyaung,Myanmar,20.5,94.9
134000,Afikpo,Nigeria,5.9,7.9
133992,Bellevue,USA,47.6,-122.2
133972,Barbacena,Brazil,-21.2,-43.8
133935,Matanzas,Cuba,22.6,-81.3
133927,Santa Rita,Brazil,-7.1,-35
133718,Narathiwat,Thailand,6.4,101.8
133700,Khost,Afghanistan,33.3,69.9
133600,Langsa,Indonesia,4.5,98
133579,West Valley City,USA,40.7,-112
133547,Ise,Japan,34.5,136.7
133533,Abiko,Japan,35.9,140
133528,Sabará,Brazil,-19.9,-43.8
133448,Amiens,France,49.9,2.3
133441,Sirajganj,Bangladesh,24.5,89.7
133433,Cape Coast,Ghana,5.1,-1.2
133411,Gemena,Democratic Republic of the Congo,3.2,19.8
133358,Columbia,USA,34,-80.9
133315,Musoma,Tanzania,-1.5,33.8
133301,Tobruk,Libya,32.1,24
133281,FORT-DE-FRANCE,Martinique,14.6,-61.1
133220,Yopal,Colombia,5.3,-72.4
133188,Hasaviurt,Russia,43.3,46.6
133179,Kadamrasul,Bangladesh,22.4,91.7
133041,Lalitpur,India,24.7,78.4
133009,Madhabdi,Bangladesh,23.9,90.7
133000,Shagamu,Nigeria,6.8,3.6
132975,M'Sila,Algeria,35.7,4.5
132896,Bettiah,India,26.8,84.5
132804,Santiago,Philippines,16.7,121.6
132626,Lausanne,Switzerland,46.5,6.6
132609,Chiguallante,Chile,-36.9,-73
132480,Nobeoka,Japan,32.6,131.7
132438,Ipiales,Colombia,0.8,-77.7
132326,Kara,Togo,9.6,1.2
132311,Seto,Japan,35.2,137.1
132267,Koforidua,Ghana,6.1,0
132210,Buzău,Romania,45.2,26.8
132208,Iizuka,Japan,33.6,130.7
132144,Belovo,Russia,54.4,86.3
132115,Jyväskylä,Finland,62.2,25.7
132078,al-Hawiyya,Saudi-Arabia,21.4,40.5
132018,Blitar,Indonesia,-8.1,112.2
131938,Greater Darwin,Australia,-12.5,130.8
131885,Olathe,USA,38.9,-94.8
