Latitude,Longitude
54.4,-3.6
37.8,-3.2
-35.4,174
41.8,-7
33.2,-111.6
22.6,106.4
42.6,-81.4
43.8,0
33.6,35.4
52,12.2
47,7.8
-31.4,152.8
44.4,-99
45,4.8
-20.6,-42.4
53.6,22.4
50.8,7.8
32.2,20.6
-39.2,175.2
52.6,7
50.6,8
-6.8,107.4
44.8,-0.4
53.2,7.4
47.2,24.6
37.8,23.4
54.2,18.2
26.8,113.8
50.6,17.4
52.2,8.2
46.4,2.2
54.2,10.2
42,-71.4
53.6,9
25.6,75.6
44,4.6
54.2,-2.8
54,48.2
29,51.2
50,10.6
45,11.8
42,12.8
40,-6
23.4,58.4
59.2,15.6
32.8,130.8
63.2,23.2
-45.8,169.4
55.6,11.8
49.2,1
31,30
48.2,8.4
53.8,-2
34.2,35.6
24.6,118.4
40.6,-73.8
65.8,22.4
41.6,14.4
42.2,-73.4
13.6,102.6
48.2,2
52.8,1
52.4,-1
48,10
14.6,-61.2
43.4,11.8
51.2,21.6
49,12.6
20,-99.2
46.4,0.2
65.4,21.8
43,17.6
44.4,24.4
51.2,18.2
42.8,-112.4
-28.4,-49.4
57.6,14.6
-23.6,-46
43.2,23.4
53.4,6.4
51.4,-1.2
45.8,25.6
46.2,11.4
51.2,21.4
61.2,27.8
-33.8,-62.2
42.2,-0.6
58,6.6
46.8,-0.4
43.4,-4
26,81.4
-20.4,-42.8
-37.2,175
8,-67.4
20.4,-98.2
48.8,5
46.6,1
52.2,5.8
60.4,27.6
50.6,4.6
34,35.6
60.6,21.8
37,-3.2
44.8,7.8
59.8,30.4
52,15.2
53.2,20.2
51.6,-55.8
52,16.8
40.8,-77
6.4,80.6
48.2,13
50.2,14.8
48.8,7.6
-16.4,-71.6
32.4,-7.2
26.2,127.8
35.2,-102.8
38,-90.2
25,86
49.8,0.6
18,-92.2
51.2,9
52,18
43.2,-78.8
43,23.2
41,-81
45.2,0.2
50.6,53.4
53,17.6
34,-118.4
56,37.4
52.2,7.6
-29,153.4
48.8,16.2
48.6,-1.2
-1.4,-79.6
52.6,-3.4
43.6,17.2
49.6,13
45.4,2.6
32.2,-111.2
39.4,-87.6
44.6,-0.4
53.8,14
38.2,-75.8
63.6,25.2
48.6,9.4
48.6,17.4
48.6,-117.4
39,16.4
62,10
50,20.2
34.4,132.6
48,26.6
47.2,8.2
49.6,29
49.8,6.2
36,36
46,19
40.4,-83.4
43.8,2.2
44,-93.8
7.2,80.6
-32,151.4
-22.2,-45.2
49.8,4.4
40,-74.6
-33.8,150.4
52.6,-3.2
36.2,116.8
51.6,-108.6
49.6,-105
43,1.6
48.6,6.8
39.2,-7.4
46,0.2
42.2,-4.8
34,-85.4
41.4,34.2
34,109.4
38.6,-9.4
35.2,107
31.4,77.2
56.4,76.6
56,54.4
48.4,9.4
53.2,17.8
45.6,-106.4
48.4,6
39.2,-122.4
39.4,-3
-37.4,175.2
34.8,-83.4
-28.4,153.2
36.8,-95.6
49.4,-2.6
9.8,-65.2
44.2,18.4
49.8,15
38,14.6
6,100.4
57.2,34.8
-11.8,-39
48,9.2
43.2,-2.6
42.6,1.6
49.2,4
40.6,-8
43.4,-8.2
60.8,5.4
-22.4,-55.4
43,-1.4
44.8,0
51.8,22.4
53.4,10
47.4,10.2
49.8,42.4
-37.4,141.8
28.4,-106.6
50.4,14.6
43.6,-79.8
50.4,2.2
48,12.4
49.6,16.4
40.8,-76.8
48.8,10
51.4,73
40.2,-82.4
34.6,-90.8
47.4,7.6
46.4,4.2
-24.8,31
-36.4,-56.8
50.8,3.6
60.6,5.2
44.2,43
32.2,120
56,-109.2
43.4,-7.2
50.4,3.6
63.4,14
37.8,-81.4
53,-7.2
55.2,61.4
45.4,27
14.6,100.8
59.8,10.4
50.4,18.8
50.2,11.2
45.8,10
55.4,9.4
40.6,-95.6
46.6,17.8
54.6,-112.8
61,25.6
48,18.6
46,20.8
44.8,1.8
42.4,22.8
45.8,5
37.4,-6.4
-33.8,-53.6
42.4,-5.8
53.4,93.4
39,-7.2
48.6,25.6
41.2,2
-34,118
49.2,7.6
41.4,-83.8
48.6,-81
34.2,-97.2
-35.2,-59.2
34,133.2
20,-98.6
33,115.2
47.4,11.8
42.6,-7.8
32.6,-115.6
51.6,20.6
51.4,5
47.4,13.2
50.2,4.2
47.4,2.8
50,6
48.6,14.4
-38,145.2
49.8,1.8
-24.6,150.6
51.6,22.2
48.6,21.4
-45.8,167
47.6,38.6
39.8,2.6
40.6,-74
37.8,15
-41.2,175.2
51,6.4
47.2,8.8
44.4,11.2
5.6,-75.2
49.8,22.4
48.6,4.4
34.8,134.8
52.6,-1.8
-1.2,-48.8
51.2,13.6
31.4,34.6
55.4,12.2
48,11.8
62.4,17.4
33,-93.6
37.2,-84
53.2,15.6
41.8,20.8
43.2,1
-23.6,150.4
43.4,-0.4
52.4,6.4
49,4.2
49,2.8
53.6,19.6
30.4,-91.2
49.8,3.2
51,-0.8
56.2,14.8
-36.4,145.2
45,3
57,63.2
-32.8,151.4
39,-3
53,6.6
11,-64
48.6,-2.2
33.8,-117.8
45.2,9.6
13.6,99.6
38.8,-6.6
46.8,0.4
46.6,25
54.2,9.8
54,15.2
33.8,130.6
51.6,-2.8
44.4,-91
47.8,3.2
-38.2,145.8
7,80.4
42.4,-88.4
39.6,-81
-8.8,-64
35,32.8
48.8,14.2
-34.4,149
34.2,-97.6
44.8,20.8
63,17.8
50.2,17.8
-7.4,109.6
45.8,8.8
47.8,13.2
41.6,-8.4
50.4,8.4
53.4,-1.2
48.6,44.6
25.2,-108
-7.6,-38
46,-0.6
47.2,9
51.6,-3.2
44.4,42.4
46.6,-71.6
15.6,108.4
52,0.2
34.4,134.2
-46,167.8
-34,138.4
60,10.6
39.8,15.8
41,-89.6
41,19.4
49.2,9.6
38.8,141
-8.6,-35
45.8,11.6
50,16
42.4,-93.8
46.8,18
41.8,-76.8
47,5.4
49.8,1
56.8,53
45,22.8
-42.8,147.4
48,14
36.8,-3.2
46.8,-65.6
41,-73.6
54.6,18.6
48.2,0.6
43.8,12.6
40.2,-76.4
38.2,-2
43.4,-124.2
47.4,7.2
35,126.6
52.8,12.2
50.8,10
-37,142.2
51.6,52.2
53.4,10.2
45.8,142
51,16.8
15.4,-61.4
35.4,-119.8
47.4,5.4
10.4,-61.4
52.4,4.8
50.8,5.2
41,-4
49.2,5.6
40.6,-75.2
-22.8,-43.4
50.6,-2.8
44.4,18
51.8,18
43.2,-80.2
27.8,-82.8
-29,-49.4
61,40.2
31.2,34.8
46,4.4
47.6,-122.4
43.2,10.8
42.6,-83
51.8,4.4
50.2,10.2
51.8,5.8
53,9.2
53,12.4
50.6,15.6
52.4,38.8
48.8,-1
49.6,0.2
50,16.2
-41.8,172.2
41.4,-95.4
36.4,36.2
45.2,-93.2
49.4,-1.6
52,5.8
56.4,8.4
52.2,9.2
47.6,12.2
44.2,9.6
31.6,55.4
43,-72.6
46.6,10.2
48.2,14.4
47.8,0
51,14.6
45.6,10.2
28.6,115.8
49.8,18.2
40,-5.8
56,22.4
49.8,24
53.2,-108.8
4.6,-74.2
38.8,-97.6
46.8,7.8
33,35.2
49.6,9.2
58.8,12
39.4,3
45.4,0
56.2,9.4
47.8,11.4
44.6,1.4
42.6,21
44.8,-91
56.6,22
44.2,26.4
33.8,35.8
48,15
50.2,15.8
29.6,-95.8
40.6,21.8
48.8,-1.2
48.6,7
46.6,13.2
14.6,100.6
30.4,-97.8
50.4,3.2
5.8,-75.4
-20.8,-49.6
53.8,20
-20,-49.8
47.8,-1.2
54.4,17.2
-26,28
49,7
56.8,8.8
56,8.4
37.8,-122.6
50.8,3
56.2,15.4
26.4,80
53,11
55.8,38.8
39.8,-96
56.8,16.4
48,13.2
41.6,14.2
45.8,15.2
8.4,-71
35.4,103.6
60.2,11.2
39.6,2.4
48,13.8
46.4,1.2
49.8,8.2
60.4,15.6
43.2,25.4
42.2,-75.4
32.6,35
51,5.2
46,3
57,35.4
43.6,21.6
41.2,36.6
-38.4,-72.2
48.2,18.8
3.2,101.6
50.8,21.2
6.8,80
40.8,-74.2
47.6,15.6
49.6,4.4
53.4,18.6
45.4,2
33.8,72.4
17.2,-92.8
52.4,8
50.8,-0.6
44.8,-75
19.2,-99.2
19.8,99.8
50.8,17.2
31.2,-116.4
44.6,26.2
54.8,25.4
36.2,139.6
42,-83
34,-81.4
49,8.4
43.8,20
47.4,6.2
59,16.4
56.2,9.6
49.2,6
67,28.8
45.6,-123.2
59.2,10.8
37.2,42
47.8,15.4
50.6,21.6
-31.2,116
-33.2,-70.6
38.6,-75.2
42.8,0
38,43.2
43.4,17.4
45.8,9
56,10.2
32.8,35
48.4,17.4
37,-83.2
26.2,50.6
46.4,17.2
51.6,46
45.8,-66.2
50.4,1.8
51,23.2
15.4,74
16.6,99.2
27.8,-81.8
49.4,9.4
44.4,1.8
52.6,42.2
40.4,-75
68.8,15.8
42.6,-1.2
45.8,14.4
46.6,15.6
17.2,80.2
48.4,17
39.4,-92.8
48.2,15
58.2,26.6
52.8,18.4
-8.6,118.6
35.2,-95.2
43.8,-90.4
45.4,11.8
35.8,51.2
46.6,5.4
-7.4,112.6
49.2,14.2
53,7
-7.4,110.4
-35,138.6
41.8,-111.4
51,12.4
46,-79.4
48,11.6
-21.2,-45
47.8,-118
45,1.6
52,-1.8
43.4,17
44.6,25.4
50.4,16.2
45.6,-71.8
53,46.6
43.8,4.2
47.4,18.2
-41.2,173
53,23
39.2,-8
39.2,20.8
44,10
46.6,-122.6
51,14.8
52.6,-110.2
-17.6,-150
53.4,7.2
38.2,32.8
64,34
51,13.8
40.8,-105.6
35.2,-108.2
49.2,2.8
46,6.4
47.4,-122.8
52.6,-8.4
40.2,-75.4
51.2,4.8
49,24.8
10.2,123.8
46.6,13.8
25,118
49.8,15.8
51.4,57.2
30.8,121.4
49.8,4.6
-38,142
26.8,-105.6
-32.2,-58.8
60.2,25.4
43.2,141.8
19.2,-97.4
30.6,118.2
41.8,-3
49.8,16.6
37.2,-3
47,0.8
48.6,3.2
-32.6,-71
47.2,6.2
41,14.2
38.8,-85.2
39.6,-78
47,6.2
48.4,12.2
-22.4,-46.8
50.2,2.6
43.8,-78.8
55.2,82.6
47.4,16.4
18.2,-67
45,24.2
-12.8,-60.2
48.6,-2.4
50.2,21.4
-37.6,175.2
-1.2,120
-8,110.2
43.2,0
44.4,-123
12,-69
47.6,16.6
57,9.8
42,-6.2
40.8,-1.6
56.4,13
46,16
15.6,-96.6
-25.6,-50.2
38,-101.4
50.4,18
45.4,6.6
52.8,12.8
52.2,6.2
45,12.2
-38.2,175.6
42.6,11.4
45,38.4
51,-114.6
49.6,19.8
42.6,-96.8
58.8,55
14.6,121.2
48.8,5.6
-12.6,-38.4
50,21.2
63.4,18.4
46.4,-1
45.6,0.6
42.4,-73.4
-38.8,146.2
-34.8,138.6
49.8,7.8
45.2,1.2
-24.4,-65.2
45.2,6.6
38.2,45.6
-38.2,142.8
60,30.2
51,3.6
52.2,19.8
59.4,11.2
52.4,8.6
34.4,126.6
40,-3
52.4,21
25.2,32.6
54.4,17.4
52.8,-7.8
24.6,103.6
43,0.6
51,2.4
46.2,12.6
48.2,11.2
50.4,7.2
48.8,-3.2
49.2,10.2
49.6,20.8
20.4,-100.4
52.2,17.2
49.2,-0.6
40.8,-2
47.4,13.4
43.8,-102.4
54,10.6
46,-72.6
47.2,6.8
36,-105.2
45.6,38.2
-30,-53
59.8,16
33.6,-7.6
45.4,5.4
52.6,13.2
47.6,18.8
42.8,131.2
37.8,-89.4
37.4,-95.8
40.8,-85.8
37,15.2
55.6,13
54.2,-1
41.2,-85
61.2,5.2
48.4,13.4
33.4,130
45,4.4
40.2,21.6
30.6,-91.2
54.6,9.6
-32.6,148.2
46.6,2.4
49,6.4
48.8,10.6
36.6,-4.4
22,87.4
43,12.4
42,8.8
42.8,-86
50.8,21
46.2,9
-44,172
-7,106.8
49.2,4.8
44,10.4
50.4,48.6
53.2,-3.2
41.2,25.4
55.2,9.8
51.2,8.2
48.6,2.8
53.8,20.2
49.8,13.6
51.6,11.8
37.2,127.2
-30.2,-64.6
52,6.8
61.4,5.6
45.6,-94.6
54.8,11.8
39,-96
43.8,7.2
-45.8,168.6
66.2,23.4
26.2,83.4
29.2,-81.2
49.2,18.6
48.4,7.4
40.6,-105.2
53.4,13.6
43,19.6
50.4,4
52.2,16.4
39.2,-94.8
29.4,-110.8
25.8,118.6
48.4,9.8
46.4,-72.6
62,-6.8
51.2,18.6
61.2,50.6
36.8,-94.4
43.4,1.4
43.2,-95.8
42.2,21.6
43.2,-70.8
46.4,5.6
44.4,4
41.2,14.4
10.8,75.8
47,12.4
49.4,4.8
48.2,1.2
52.6,-2
55.8,12.4
52.2,17
48,-3.6
37.8,15.8
52,-1
44.2,-76
40.8,-82
46.8,5
5.6,5.8
51.2,10.4
40.6,-2
69.8,22
21,-89.6
51.4,40
48.2,16.8
54.2,37.6
48.2,11.6
33.6,-103.4
48.2,15.6
36.4,30.2
55.2,37.4
43.6,-0.6
48,34.6
37.2,-97
50.6,6.2
48.4,8
46,15.6
49,1
12.4,-70
10.4,122.6
42.6,-5.6
38.6,-90.2
54.8,9
34.4,127.4
50.6,-4.8
48.4,4
43.4,26.2
50.8,16.6
50.8,-0.8
57.2,24.8
-1.8,-49.8
51.8,-2.6
46,8.2
40.6,-79.2
46.4,7.4
49.4,4.6
52.6,17.2
50.2,14.4
52.8,6.2
-7.8,-45.6
47.8,13
13.8,122
51.4,10.4
18.6,-89.2
57.8,12.8
35,-94.6
63,8.6
4.6,101
-3.2,122.4
48.2,-3
39.6,-75.6
30.4,-5.8
26.4,-80.2
48.6,15.8
49.6,0.8
-20.2,-44.4
14.4,120.8
58,28.4
53,-7
54.4,51
50.2,1.8
46.4,12
40.2,-75.8
42.8,12.8
55,25.2
45,-93.4
47.4,16.8
41.2,-75.8
39.2,117.4
40.2,116.6
56,49.2
49.6,-116
50,6.4
54.6,59.4
50.2,12
47.4,-111.8
50,3.2
51,4.8
50.2,8.4
44.2,40.8
46.2,15.6
4.2,-76
45.4,5.6
49.2,1.6
47,15.4
38.2,16.2
38.6,141.2
48.8,6.4
54.8,10
49,1.4
38.8,-9.4
37,114.6
-36.6,147
-21.2,-43
47.8,15.6
61.2,22.8
47.2,7
34.4,73.4
25.4,117.2
43,-72.8
56.8,9.8
47.4,18.6
45.6,3.6
38,31.6
50.4,10.8
53.8,18.2
51.4,19.2
50.6,14.2
27.4,-109.4
40.6,-0.8
51.8,-0.8
41.4,-78.2
45.4,4.8
47.2,4.6
46,11.8
36.8,37.8
48.4,12
41.8,-5.2
40.2,-87.6
47.8,10
36.2,-90.4
42.2,3
-23.4,-49.8
18.8,-99.2
-26.8,-64.4
37.6,-112
38,-1.2
44,7.2
51.4,14
43.6,-0.4
57,9.2
53.2,12.8
53.4,11.2
50.6,21.8
54,18.8
49,9.2
43.8,18.2
52.2,5
52,5
0.8,104.4
45,17
53.4,18
50.6,7
56.2,9.2
46.6,-0.8
49.2,-1
36,-115.2
-26.6,-49.2
53.2,18.2
45.8,15.6
43.6,2.2
32.2,-81.4
43.2,94.6
41.4,-4.8
54,-1.2
53,5.8
46.8,23.4
-1.2,-78.8
48.4,-3
49.2,10.8
43.4,-4.2
46.2,13.8
40.4,-96.2
53.8,14.4
55.6,37.8
48.6,5.6
49,-0.8
49.6,19.4
52.4,17
55,-7.4
45,25.6
42.2,-76.4
49.8,-124.6
8,-72.2
66.6,28
32.8,-80
52.8,6.8
48.2,4
51,12.2
48.6,13.4
31.8,131.4
44.4,25.6
47,4.4
39.4,-6
49.2,6.8
41.8,-75.8
48,5.8
55.4,10.2
38.6,141.4
45.4,18
47.2,9.2
50.2,5.6
54.6,17.2
44.4,-78.8
44.4,0.8
43.8,11
41.6,12.8
50.8,-3
49.6,12.4
39.6,-1.4
58.4,14.4
49,12
34.4,133.8
40.2,-78.8
58.2,26.2
56.2,10.2
56.6,15
13.8,109.2
51,7.4
38,37.8
43,141.6
51,11.8
45.6,-61.2
55.8,23
-6.4,106.6
-37,174.6
56.8,24.2
9.8,106
26.8,108.8
40,48.4
25.6,-107.8
61.4,16.6
36.2,-112.6
37.6,-4.4
38.4,-4.6
59.4,17.8
47.6,-2.2
45.4,-116.6
45.4,2.8
53,12
32.6,-85.2
35,-81.4
-33,138.2
45.2,9
54.8,11
-37.6,-73.8
38,-1.4
44.4,-85.2
58.2,16
49.4,5.8
40,-80
40.4,-82.4
47,3.2
-29.8,25.8
51,11
39.2,16.8
52.4,48.2
29.6,-95.6
17.4,120.4
47.8,4.6
40.4,-1.8
35,-118.8
36.4,1.2
39.6,-79.8
61,42
42,-3.8
-23.8,-64.8
49.8,15.4
20.2,-87.8
47.6,-70.2
24,102.8
53.2,18.4
50,11.6
52,19.6
37.2,127
29.4,-82.2
43,-76.2
43.2,17.4
46.8,39
45.6,8
31.4,74.4
57.4,10.2
16.6,120.2
41.4,-73.4
32,-102.8
50,10.8
42.6,-8
51.8,-119.4
41.4,0.4
35.6,0.8
47.8,-4.4
45.8,27.4
36.4,33.2
35.4,135.6
47.6,7.4
24.8,-99.6
5.2,-72
-37.4,142.8
45.4,1.2
6.6,-0.8
50.6,5.2
61,-69.6
-28,-50
48.2,7.6
31.6,93.8
47.4,8.8
25.8,112.2
62.4,27
-24.4,-52.6
51,20.4
42.6,-9
21.2,-157.8
29.4,-82.4
47.4,3.8
47,0.2
56.8,59.8
24.8,-100
41.8,-6.8
45.2,10.6
50.2,20
53,14
62.2,25.6
36.8,126.6
43.2,-2.4
45.4,14.8
46.2,7.4
45.6,0.4
53.4,-1.6
44.2,-74.8
48.8,2.4
34.6,135.2
43.6,10.4
45.6,3.8
37.2,-4.4
62,26
48.6,16.4
-11.4,-38.4
47.4,15.2
35.8,128.6
47.6,0.6
53.4,11.4
49.8,11.6
7.2,125.4
51.8,7.2
43.2,-77
49,3.6
54.2,18.8
40.4,30.2
12.8,-86.2
-22,-43.2
58.4,11.6
-38.4,144.2
44.6,-70.4
43.2,-5.6
54.6,-4.4
60.4,22.6
46.4,-72.8
46.2,5.6
52.2,-2.2
51.6,-9
49.4,11.2
58.2,-6.6
40.4,71.8
46,18
-33.6,151.4
-33.8,151.2
55.8,-3.4
51.2,12.4
47.6,7
39.8,-2.6
53,23.6
51,22.2
50.8,15.8
50,14.4
-27.4,-57.4
52.2,16.6
49.2,22.2
53.4,13.4
64.6,-22
37.6,-97.6
49.6,5
-37.6,145.4
18,-93.2
68.8,33
46.4,0
47,3
35.8,129
52.2,18.6
52.4,-0.6
44.2,5.4
18.2,-77.2
46.2,7.2
48.6,19.6
12,-61.8
48.6,11.6
50,35.6
50.8,16.4
44.4,18.6
47,16.2
49.4,15.6
55,37.8
51.8,6
57,9.6
49.4,10.4
49.4,12.8
58.4,31.2
40.2,-80.2
51.2,-2.6
-25.8,27.8
38.8,-5.8
44.6,34
-23.8,30
51.6,-86
40.4,-8.6
36.6,10.6
55.4,36.8
46.8,13.2
46.6,4.4
52.2,-0.2
52.4,21.6
36.4,-76.6
51,18.8
45.8,0
42.8,11.6
27.4,110.2
52,19.2
52.2,-106.2
50,42.4
43.8,6.4
51.8,-2
39.4,-82.2
12.4,-85.8
70.8,24.8
3.2,-75.6
48.8,9.6
44.8,4.6
61.2,29.2
28.4,-16.2
45.2,40.8
57.4,15.8
55.8,-4
48.2,15.2
50.4,11
45,14.6
54.4,10
46.2,-91.4
54.4,9
1.8,111.8
60.4,27.4
51.4,-2.4
49.2,9
41.2,1.4
-30.8,151.4
49.2,143
51.8,-4.8
46,-88.4
50.4,13.4
43.4,16.6
59.8,16.2
49.6,20.4
51.2,8.4
45.8,14.8
44.6,-93.4
50,5.6
50.4,21.6
15.6,32.4
44.6,7.8
14.8,120.6
41,-8.2
43,2
46.8,24.8
29.2,-94.8
4.8,-74.2
58.4,13.6
46.8,17.6
59,55.6
41.4,0.8
54.2,27
50.4,10
48.8,4.2
24.2,-110.4
-32.2,117.2
56,12.4
54.2,18.4
47.4,7.4
45.8,-1.2
37.4,28.8
19.4,-102.4
38.8,-8.6
37.6,-81.4
50.4,3.8
53,23.2
46.8,14.6
44,-68.6
-18,-43.2
49.8,20.6
36,-96.2
39.2,-0.4
52.6,-1
42.8,-3.6
46,1.4
50.2,4.4
-6.8,-37.2
34.6,117.8
49,5.8
42.6,-0.2
47,2.8
31.4,69.2
50,8.8
50.8,14
43.2,-5.8
50.2,-116
56.8,9.4
35.6,-84.4
52,6.6
45.6,1.8
47.2,22.2
-28,-58.8
50.6,30.8
-1.8,29.2
43.2,13.4
40.8,17.2
40.8,-8.8
42.2,-4.2
49.8,13
69.2,19.8
55.6,23.2
31,104.4
53.4,12
45.8,25.2
26.2,127.6
37.4,-77.4
50,15.8
19,-99.6
53.8,-8
51.8,5
40,-75.6
37.4,-94.4
35.4,110.6
-46.6,168.2
65.4,19.2
-27.6,-65
-33.2,151.2
48,4.4
43.4,10.8
35.2,33.2
45.2,5.6
39,-94.8
53.4,5.8
46.6,12.6
41.8,-72.8
-31.8,-63.8
58.4,24.6
40.6,-112
50,14.6
-29.8,150.8
55.6,-4.6
50.6,15
36.6,-4.6
47.6,14.8
61.6,40.2
43.4,17.2
-3.4,-63
-32.4,115.8
33.8,132
47.4,23.8
41.4,-7.8
2.8,101.6
40.8,-81.4
41.4,-93.8
45.4,9.6
57.8,15
49.8,10.8
54,12
41.4,-3.6
46.6,9.4
10.2,105.8
45.2,11.8
51,45.6
12.2,125
41.2,20.6
51.8,4.8
35.6,140
-34.8,-71.6
38.8,-91.4
36.6,3.2
-1.6,30.8
45.4,-107
61,27.2
43.4,0.2
54,13.6
55.4,9.8
40,-4
60.6,17
-32,115.8
39.2,9.2
52.8,-2
52.4,7.6
51.8,18.8
41.6,-71.8
49.6,7.2
51.4,5.4
65.6,26.6
46.6,16.4
57.8,11.6
52.2,19.6
47.6,19.2
49.8,44.8
13,77
40.8,22
6.6,80.4
47.8,19.4
38.6,-82.6
51.2,15.6
21.2,-105
47,5.2
45.4,7.6
34.4,-88.4
11,-64.2
22.8,113.2
49.8,19.8
52.4,-2.4
56.8,25.8
-41,145.6
40,22.4
47.6,-1.4
42.6,-84.2
40.6,-80.8
-6,-47.6
37.4,-4.2
50.8,17
56.2,12.4
49.8,2
40,8.6
49.4,-124
42.6,-4.8
58.6,16.2
30.6,-92
37.8,-75.6
-12.8,45.2
52.6,17.6
51.8,13.8
25.2,101.4
-38.6,145.2
43.8,7.4
50.4,18.6
-34.6,137.8
50.8,19.2
20.4,-104.8
45.4,-75.4
49,17.8
48.6,16
13.8,100.8
-2.8,-51
42.8,12
38.6,141
55.4,11.4
46,18.2
49,15
49.4,11
43.6,-122.8
55.6,39.2
39,-122.8
-27,-53
54.2,13.6
-7.4,-39.4
46.8,-0.8
20.6,106.2
43.4,-5.8
48.8,5.8
42.2,-88
47.8,22
37.8,-8.4
41.4,13.2
62.4,14.4
45.6,-61
41.4,-8
44.8,-108.6
-23.8,-45.6
51,119.4
53.8,-7.4
49.6,7.6
10.2,-70.2
-16,-48.8
47,39.2
13,-59.6
51,-114.2
59.6,14.8
37.6,-0.8
45.4,20
56.6,10
-13.8,-44.6
48.4,-114
51.6,5.8
48.6,12.6
37.4,-2.4
46,29.8
43,-0.6
52.4,20.2
49.4,8.2
42.6,-72.8
42.2,14.4
47.4,126.8
47.8,17.4
64.4,19.6
32.6,49.6
48.4,4.4
54,-8
-15.4,-55.8
46.2,19.2
54,33
49,16.4
40.6,-75.4
38.2,-86
23,72.6
46.8,7.4
27.2,31.2
36.6,44.4
53.2,46.2
52,9.2
48,16.8
-8.8,115.2
7.8,98.4
-23.6,-50
25.2,80.6
43.8,-79.2
47.2,12.2
45,16.8
32.4,-117.2
49.4,15.8
52.2,-2.8
46.4,-1.8
50,20.8
51,22.6
23.8,117.2
36.8,3.2
51,4.4
34,68.8
-37.6,143.2
40.2,-77
15.8,-61.6
51.4,15.8
45.4,2.2
46.2,20
28.8,117.8
42.8,19.4
41,-7.8
20.8,-89.6
55.6,47.8
54.4,36.2
58.8,16.8
51.2,-0.8
48.4,8.6
45,7.4
54.4,46.8
40.4,116.8
-4.4,-39
2.2,-77
42.6,13.2
44.4,5.8
38,-84.6
-7,110.4
50.6,-4.2
26.4,70.8
58.8,41.4
38,-112
50,2
36.8,-83.2
55.6,12.2
48.4,20.2
-32.4,117.8
19.4,-99.8
24,117.6
-28.2,153.4
52.4,6.2
39.8,-75.2
55.6,21.6
48.4,38.2
54.4,24.2
51.6,5
56,13.6
62.8,22.2
51.2,14.2
54.8,24.6
47.6,8.4
41.8,-3.8
53.4,-122.6
38.4,23.6
-6.2,106.8
51.6,-4.2
45.6,0.8
47.2,-0.2
9.6,-84.6
37.4,-3.6
49,4.8
48.4,-2
40,31.2
42,3
18.2,-78.2
59,39.8
32.8,-117.2
37.4,-6
49.6,14
49,19.4
34.6,-98.6
44.8,0.4
49,8.6
39.6,-8.4
50.6,22.4
49.4,6.2
-6.6,-37.4
58.8,24
18,-77.2
37.6,-2.2
50.6,10.4
37.8,-81.2
52.2,8.8
23.2,-106.4
38,114
51.2,22.8
-6,-39.6
-17.4,-51.2
-37.8,175.6
49,4.6
41.6,1.6
49.2,9.2
37.8,14.2
39.4,76
38,-122.8
51.4,10
58.6,9
52,1.2
45.6,-73.8
9.8,-84.2
22.4,114
21.4,-103
42.6,2.4
50.4,37.8
49.2,17
55,-6.8
48.6,9.8
46.2,47.8
43.6,-73.6
55.4,11.6
52,12.8
49.4,2.4
50.8,14.8
49.2,0.4
57,10
39.6,-75
48.4,-1.4
-0.8,120.2
35.6,116.6
46,5.8
45.4,-84.6
50.6,36.2
51.2,16.6
36.6,137.4
53,-0.8
49,0.4
60.6,15.6
45.6,-122.6
36.8,-94.2
42.8,-3.4
-8.2,-70.4
50.4,13.8
49.8,22.6
52.4,6.8
40,-1.4
51.8,16.2
19.2,-98.2
27.4,119.6
-20.4,57.6
42,0
45,-124
46.6,16.2
37.2,-7
49.6,-107
5.8,100.4
44,21
48.6,18.2
40.2,-79.6
28.8,54.4
47.4,-111.2
39.8,-83.2
42.2,-74.2
-27.2,-65.4
50.6,21
46.8,19.2
22.2,114
-7,106.2
30.2,-81.6
45.4,-74.2
42.8,0.4
65.8,25.2
12,9.6
30,-90.2
50.8,2.8
50.4,2.8
50,24.8
50,22.4
49.2,5.4
43.2,-76.6
53,-8
60.8,14.8
35.6,-97.6
44.4,18.4
60.6,15
54.6,25
38.2,-98.8
40.6,-76.8
52.4,1.2
10.2,-63.6
-33.2,24.2
51.6,8.2
41.6,24
39.8,-8.2
29,86.4
51.4,-0.4
39.8,-6.6
33.8,-79.6
59,11.6
53.6,9.2
36,127.8
50,24
-27.2,-65
42.6,-0.4
31.4,130.2
10,-85.4
50.4,21.2
55.2,11.2
37,-82.2
41.8,-0.2
53.4,10.6
53.6,12
51.8,16.6
50.4,4.2
56.8,8.4
49.8,11.2
54.2,19.2
52,11.2
29.6,-90.2
52.2,20.4
50.8,15.4
41.4,-75.6
34.4,-80.4
48.4,20.8
47.2,11.4
46.8,6.8
45.8,5.2
47,8.2
63.4,23
53.2,11.8
13.6,100.6
34.8,135
46.4,-90.2
30.6,104
51.4,0.8
32.4,47.8
47.6,5.6
47.6,6.4
48.6,57
20.8,105.2
50,10.2
12,125.4
48.8,43.8
48.4,18.8
16,120.4
25.6,-97.8
38.6,-9
-11.6,-55.8
45.8,12.8
-37.8,145
52.6,20.4
47.4,42.2
43.2,-7.6
52.6,6.6
28.2,-16.8
41.4,-5.8
41.4,-74
46.6,20
43,12.6
45.4,9.4
-24.6,-50
26.6,94.2
52.6,19.2
44.4,8.8
51,17.4
55.4,10.4
14,120.6
-37.6,147.2
